show_id,type,Title,Year,title,director,cast,country,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,duration,Gernes,Rotten Tomatoes,date_added,release_year,rating,,,,num_voted_users
s3115,Movie,Driven,2020,Iyore,Frank Rajah Arase,"Rita Dominic, Joseph Benjamin, Okawa Shaznay, Paul Obazele, Yemi Blaq, Bukky Wright",Nigeria,16+,7.4/10,0,1,0,0,141 min,"Dramas, International Movies, Romantic Movies",39/100,22-Jan-21,2021,TV-14,,,,17365
s4112,TV Show,Drop Kick on my Devil!,2018,The Kirlian Frequency,,"Nicolás Van de Moortele, Letizia Denise Bloisi, María Dupláa, Ciro Herce, Milagros Molina, Jorge Pinarello, Casper Uncal, Jorge Luis Alonso",Argentina,,6.6/10,0,0,1,0,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Horror",40/100,26-Aug-17,2016,TV-14,,,,534262
s1870,Movie,Droppin' Cash: Los Angeles,2018,Ginny Weds Sunny,Puneet Khanna,"Yami Gautam, Vikrant Massey, Suhail Nayyar, Ayesha Raza Mishra, Isha Talwar, Rajeev Gupta",India,16+,3.5/10,1,0,0,0,126 min,"Comedies, International Movies, Romantic Movies",30/100,1-Nov-19,1960,TV-MA,,,,17722
s5020,Movie,Dropping the Soap,2017,Trailer Park Boys: Xmas Special,Mike Clattenburg,"John Paul Tremblay, Robb Wells, John Dunsworth, Patrick Roach, Lucy Decoutere, Sarah Dunsworth, Cory Bowles, Barrie Dunn, Michael Jackson, Shelley Thompson",Canada,,,0,0,1,0,46 min,Movies,10/100,13-Nov-18,2018,TV-MA,,,,43442
s4280,TV Show,Drovers' Gold,1997,Fate/stay night: Unlimited Blade Works,,"Noriaki Sugiyama, Kana Ueda, Ayako Kawasumi, Junichi Suwabe, Noriko Shitaya, Mai Kadowaki, Masaki Terasoma, Nobutoshi Canna, Atsuko Tanaka, Shinichiro Miki, Yuu Asakawa, Miki Ito, Hiroshi Kamiya, Jouji Nakata, Tomokazu Seki",Japan,,7.6/10,0,0,1,0,2 Seasons,"Anime Series, International TV Shows",35/100,16-Dec-20,2012,TV-MA,,,,15231
s1094,TV Show,Drug Lords,2018,The Big Day,,,India,18+,6.8/10,1,0,0,0,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows",50/100,16-Feb-20,2015,TV-14,,,,10413
s1469,Movie,Drug Squad: Costa del Sol,2019,What Happened to Mr. Cha?,Kim Dong-kyu,"Cha In-pyo, Cho Dal-hwan, Song Jae-ryong",South Korea,,6.8/10,1,0,0,0,102 min,"Comedies, International Movies",43/100,21-May-20,1981,TV-PG,,,,17309
s2606,Movie,"Drugs, Inc.",2010,Ekşi Elmalar,Yılmaz Erdoğan,"Yılmaz Erdoğan, Farah Zeynep Abdullah, Songül Öden, Şükran Ovalı, Devrim Yakut, Şükrü Özyıldız, Fatih Artman, Cezmi Baskın, Caner Cindoruk, Ersin Korkut",Turkey,16+,7.8/10,0,1,0,0,109 min,"Dramas, International Movies",56/100,11-Oct-19,2017,TV-PG,,,,35990
s2316,Movie,Drunk History,2013,The F**k-It List,Michael Duggan,"Eli Brown, Madison Iseman, Marcus Scribner, Jerry O'Connell, Karan Brar, Tristan Lake Leabu, Peter Facinelli, Natalie Zea",United States,16+,7.8/10,0,1,0,0,103 min,Comedies,65/100,15-Mar-20,2019,TV-14,,,,28618
s4991,Movie,Drunken Movie Geeks,2017,Stretch Armstrong: The Breakout,Victor Cook,"Scott Menville, Steven Yeun, Ogie Banks, Nazneen Contractor, Kate Mulgrew, Wil Wheaton, Keith David, Jon Heder, Yvette Nicole Brown, Clancy Brown, James Arnold Taylor, Grey Griffin, Miguel Ferrer, Kelly Hu, Walter Koenig, Vanessa Marshall, Will Friedle, Andrew Kishino",United States,,,0,0,1,0,104 min,Children & Family Movies,10/100,27-Aug-21,2008,TV-MA,,,,46205
s2468,Movie,Dual Survival,2010,I'm No Longer Here,Fernando Frías de la Parra,"Juan Daniel García, Angelina Chen, Jonathan Espinoza, Coral Puente, Tania Alvarado, Fanny Tovar, Luis Leonardo Zapata, Yahir Alday, Leonardo Garza, Yocelin Coronado, Deyanira Coronado","Mexico, United States",16+,7.5/10,0,1,0,0,112 min,"Dramas, Independent Movies, International Movies",60/100,15-Mar-21,2021,PG,,,,7794
s2511,Movie,Duck Dynasty,2012,The Beach Loafer,Ali Ragab,"Ahmed Helmy, Yasmin Abdulaziz, Mahmoud Abdel Moghny, Lotfy Labib, Soad Nasr, Rico, Ahmed Rateb, Youssef Eid",Egypt,7+,6.2/10,0,1,0,0,112 min,"Comedies, International Movies",59/100,7-Sep-17,2016,TV-Y7,,,,2933
s5081,Movie,DuckTales,1987,Pyar Ke Do Pal,Rajiv Mehra,"Mithun Chakraborty, Jayapradha, Simple Kapadia, Krishan Dhawan, Jagdeep, Bindu, Satyendra Kapoor, Shubha Khote, Amrit Pal, Lalita Pawar",India,7+,8.1/10,0,0,0,1,153 min,"Dramas, International Movies, Music & Musicals",69/100,6-Jun-19,2016,TV-14,,,,24216
s2914,Movie,Duenos Del Paraiso,2015,Fanatyk,Michał Tylka,"Piotr Cyrwus, Mikołaj Kubacki, Anna Radwan, Marian Dziędziel, Jan Nowicki, Juliusz Chrząstowski, Małgorzata Krzysica, Jacek Strama",Poland,16+,6.9/10,0,1,0,0,33 min,"Comedies, Dramas, Independent Movies",47/100,15-Sep-18,2017,TV-14,,,,121432
s2402,TV Show,Duncanville,2020,The Woods,,"Grzegorz Damięcki, Agnieszka Grochowska, Hubert Miłkowski, Wiktoria Filus, Jacek Koman, Krzysztof Zarzecki, Ewa Skibińska, Martyna Byczkowska, Roman Gancarczyk, Adam Wietrzyński","Poland, United States",16+,6.0/10,0,1,0,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",62/100,3-Jul-20,2019,TV-14,,,,19986
s557,Movie,Durarara!!,2010,The 8th Night,Kim Tae-hyung,"Lee Sung-min, Park Hae-joon, Kim You-jung, Nam Da-reum, Choi Jin-ho, Kim Dong-yeong, Lee Eal",South Korea,16+,7.9/10,1,1,0,0,116 min,"Horror Movies, International Movies, Thrillers",62/100,22-Oct-20,2020,TV-MA,,,,4821
s5003,Movie,Dyches Fam 2016,2016,Natalia Valdebenito: El especial,"Raúl Campos, Jan Suter",Natalia Valdebenito,Chile,,,0,0,1,0,69 min,Stand-Up Comedy,10/100,6-Feb-20,2020,TV-14,,,,15130
s262,Movie,Dynasty,2017,The Secret Diary of an Exchange Student,Bruno Garotti,"Larissa Manoela, Thati Lopes, Bruno Montaleone, David Sherod James, Maiara Walsh, Flávia Garrafa, Kathy-Ann Hart, Ray Faiola, Noa Graham",,16+,7.3/10,1,0,0,0,97 min,"Comedies, International Movies, Romantic Movies",71/100,5-Oct-18,2014,TV-MA,,,,190132
s1756,TV Show,Eagle of Upper Egypt,2018,Leah Remini: Scientology and the Aftermath,,"Leah Remini, Mike Rinder",United States,all,,1,0,0,0,3 Seasons,Docuseries,36/100,20-Jan-17,2016,TV-MA,,,,30842
s3427,TV Show,Earth From Above,2011,The Lies Within,,"Lee Min-ki, Lee Yoo-young, On Ju-wan, Lee Jun-hyeok, Yun Jong-seok, Kim Jong-soo, Seo Hyun-woo, Song Young-chang, Lee Jun-hyuk",South Korea,,,0,1,0,0,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",10/100,12-Mar-19,2009,TV-MA,,,,2458
s5234,Movie,Earth Moods,2021,The Death and Life of Marsha P. Johnson,David France,,"Greece, United States",,8.2/10,0,0,0,1,106 min,"Documentaries, LGBTQ Movies",47/100,18-Jun-20,1958,TV-G,,,,28429
s4805,TV Show,Earth Shocks: Our Hyperactive Planet,2007,Somewhere Between,,"Paula Patton, Devon Sawa, JR Bourne, Aria Birch, Catherine Barroll, Samantha Ferris, Imogen Tear, Daniel Bacon, Carmel Amit, Noel Johansen, Rebecca Staab",United States,,,0,0,1,0,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",10/100,15-May-19,2018,TV-14,,,,20201
s5184,Movie,Earth to Ned,2020,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma, Vineet Kumar Singh, Pavan Malhotra, Ratna Pathak Shah, Karan Kundra, Anil Mange, Rahul Dev, Sanjay Kapoor",India,7+,6.7/10,0,0,0,1,153 min,"Comedies, Dramas, International Movies",51/100,15-Oct-17,2015,TV-Y7,,,,186982
s3645,TV Show,Earth: Final Conflict,1997,Beat Bugs,,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",7+,6.2/10,0,0,1,0,3 Seasons,Kids' TV,59/100,29-Jun-18,2018,TV-MA,,,,54650
s2816,Movie,East Los High,2013,Jai Mummy Di,Navjot Gulati,"Poonam Dhillon, Supriya Pathak, Sunny Singh, Sonalli Sehgall, Rajendra Sethi, Veer Rajwant Singh, Danish Husain, Alok Nath",India,16+,7.1/10,0,1,0,0,101 min,"Comedies, International Movies, Romantic Movies",50/100,1-Nov-18,2018,TV-MA,,,,22010
s897,TV Show,EastSiders,2012,The Upshaws,,"Mike Epps, Wanda Sykes, Kim Fields, Page Kennedy, Diamond Lyons, Khali Daniya-Renee Spraggins, Jermelle Simon, Gabrielle Dennis, Journey Christine",United States,,6.9/10,1,0,0,0,1 Season,TV Comedies,54/100,1-Mar-20,2020,TV-14,,,,65474
s324,TV Show,Easy,2016,30 Rock,,"Tina Fey, Alec Baldwin, Tracy Morgan, Jane Krakowski, Jack McBrayer, Scott Adsit, Judah Friedlander, Katrina Bowden, Keith Powell, Lonny Ross, John Lutz, Kevin Brown, Grizz Chapman, Maulik Pancholy",United States,18+,6.9/10,1,0,0,0,7 Seasons,TV Comedies,69/100,1-Nov-18,2017,TV-14,,,,22897
s1770,TV Show,Easy Fortune Happy Life,2009,Voice,,"Jang Hyuk, Lee Ha-na, Baek Sung-hyun, Ye-sung, Son Eun-seo, Kwon Jae-hwan, Lee Ju-seung, Kim Jae-wook",South Korea,,5.6/10,1,0,0,0,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows",35/100,1-Mar-20,2019,R,,,,3322
s4606,Movie,Easy Living,2010,Thaandavam,Vijay,"Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan",India,,,0,0,1,0,156 min,"Action & Adventure, International Movies, Music & Musicals",14/100,1-Nov-18,2017,TV-MA,,,,181472
s3995,Movie,Eat the World with Emeril Lagasse,2016,Vince and Kath and James,Theodore Boborol,"Julia Barretto, Joshua Garcia, Ronnie Alonte, Maris Racal, Ina Raymundo, Shamaine Centenera, Ana Abad-Santos, Jeric Raval, Allan Paule, Manuel Chua",Philippines,16+,7.9/10,0,0,1,0,115 min,"International Movies, Romantic Movies",44/100,18-Mar-20,2020,TV-14,,,,15790
s4958,TV Show,Eat Yourself Sexy,2009,Doctor Foster,,"Suranne Jones, Bertie Carvel, Clare-Hope Ashitey, Cheryl Campbell, Jodie Comer, Victoria Hamilton, Martha Howe-Douglas, Adam James, Thusitha Jayasundera, Sara Stewart, Neil Stuke, Tom Taylor, Robert Pugh, Shazia Nicholls, Cian Barry, Megan Roberts, Charlie Cunniffe, Navin Chowdhry",United Kingdom,,,0,0,1,0,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",10/100,16-Dec-16,2016,TV-MA,,,,3789
s4258,TV Show,Eat. Race. Win.,2018,Selection Day,,"Mohammad Samad, Yash Shashank Dholye, Rajesh Tailang, Mahesh Manjrekar, Karanvir Malhotra, Ratna Pathak Shah, Akshay Oberoi",India,,7.1/10,0,0,1,0,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",36/100,19-Jun-21,2018,TV-MA,,,,136580
s3012,TV Show,Eater's Guide to the World,2020,Hip-Hop Evolution,,Shad Kabango,Canada,,6.8/10,0,1,0,0,4 Seasons,"Docuseries, International TV Shows",43/100,15-Sep-20,2020,TV-MA,,,,62756
s3341,TV Show,Eating Your Feed,2018,Maid-Sama!,,"Ayumi Fujimura, Nobuhiko Okamoto, Kazuyoshi Shiibashi, Kana Hanazawa, Yu Kobayashi, Mitsuhiro Ichiki, Takuma Terashima, Yoshimasa Hosoya",Japan,,,0,1,1,0,1 Season,"Anime Series, Romantic TV Shows",17/100,13-Aug-19,2019,PG,,,,114925
s4397,Movie,edebits,2000,The Giant,"Aitor Arregi, Jon Garaño","Joseba Usabiaga, Eneko Sagardoy, Iñigo Aranburu, Ramón Aguirre, Aia Kruse, Iñigo Azpitarte",Spain,all,,0,0,1,0,115 min,"Dramas, International Movies",31/100,16-Nov-18,2018,TV-MA,,,,32412
s412,Movie,Eden,2021,Chhota Bheem And The Crown of Valhalla,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",,7+,6.7/10,1,0,1,0,64 min,Children & Family Movies,65/100,18-Jul-18,2018,TV-G,,,,272227
s2725,Movie,Eden of the East,2009,Gori Tere Pyaar Mein,Punit Malhotra,"Imran Khan, Kareena Kapoor, Nizhalgal Ravi, Anupam Kher, Shraddha Kapoor, Esha Gupta, Sujata Kumar, Neelu Kohli",India,18+,7.6/10,0,1,0,0,144 min,"Comedies, Dramas, International Movies",53/100,18-Jul-18,2018,R,,,,73886
s1673,TV Show,Edgar Rice Burroughs' Tarzan and Jane,2017,Voices of Fire,,Pharrell Williams,United States,7+,4.8/10,1,0,0,0,1 Season,"Docuseries, Reality TV",39/100,1-Feb-17,2014,TV-14,,,,242599
s1853,TV Show,Edge of the Universe,2002,Power Rangers Beast Morphers,,"Rorrie D. Travis, Jazz Baduwalia, Jacqueline Scislowski, Abraham Rodríguez, Teuila Blakely, Kristina Ho, Cosme Flores, Kevin Copeland",United States,,,1,0,0,0,2 Seasons,Kids' TV,31/100,10-Jun-21,2021,TV-MA,,,,5917
s1755,TV Show,Edha,2018,Forged in Fire,,Wil Willis,United States,18+,4.8/10,1,0,0,0,1 Season,Reality TV,36/100,20-Aug-17,2016,TV-MA,,,,49934
s4287,Movie,Edward and Mary: The Unknown Tudors,2002,Prince of Peoria: A Christmas Moose Miracle,Jon Rosenbaum,"Gavin Lewis, Theodore Barnes, Shelby Simmons, Cynthia Kaye McWilliams",United States,,7.4/10,0,0,1,0,29 min,"Children & Family Movies, Comedies",35/100,1-Jan-18,2017,TV-PG,,,,46480
s3708,TV Show,Edwardian Farm,2010,Motown Magic,,,"Australia, United States",,8.8/10,0,0,1,0,2 Seasons,"Kids' TV, TV Sci-Fi & Fantasy",55/100,1-Feb-19,2014,TV-MA,,,,36894
s3531,Movie,"Eerie, Indiana",1991,Article 15,Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade",India,7+,8.2/10,0,0,1,0,125 min,"Dramas, International Movies, Thrillers",70/100,14-Jan-17,2014,TV-MA,,,,83786
s3214,Movie,Egg Birds,2014,Lagos Real Fake Life,Mike Ezuruonye,"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, MC Lively",,,,0,1,0,0,118 min,"Comedies, International Movies",33/100,22-May-17,2012,TV-14,,,,163665
s4668,Movie,Egotastic FunTime!,2017,​​Kuch Bheege Alfaaz,Onir,"Geetanjali Thapa, Zain Khan Durrani, Shray Rai Tiwari, Mona Ambegaonkar, Chandreyee Ghosh, Barun Chanda, Saheb Bhattacharjee, Shefali Chauhan",India,,,0,0,1,0,110 min,"Dramas, Independent Movies, International Movies",13/100,2-Nov-20,2020,R,,,,17810
s1051,Movie,Einsatzgruppen: The Nazi Death Squads,2009,Ride or Die,Ryuichi Hiroki,"Kiko Mizuhara, Honami Sato, Yoko Maki, Anne Suzuki, Tetsushi Tanaka, Sara Minami, Yui Uemura, Shinya Niiro, Shunsuke Tanaka, Setsuko Karasuma",Japan,,7.6/10,1,0,0,0,143 min,"Dramas, International Movies, LGBTQ Movies",51/100,3-Jun-20,2007,TV-MA,,,,44885
s3818,TV Show,Einstein,2017,White Gold,,"Ed Westwick, James Buckley, Joe Thomas, Lauren O'Rourke, Linzey Cocker, Nigel Lindsay, Lloyd Hutchinson, Lee Ross",United Kingdom,,6.5/10,0,0,1,0,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",50/100,27-Apr-18,2018,R,,,,60504
s4485,Movie,Ekaterina: The Rise of Catherine the Great,2014,Scorpion King 5: Book of Souls,Don Michael Paul,"Zach McGowan, Pearl Thusi, Nathan Jones, Peter Mensah, Katy Louise Saunders, Mayling Ng, Howard Charles, Inge Beckmann",United States,,,0,0,1,0,102 min,"Action & Adventure, Sci-Fi & Fantasy",24/100,17-Nov-19,2019,TV-MA,,,,24557
s396,Movie,El Chapo,2017,Bankrolled,Marcos Bucay,"Aldo Escalante, Ricardo Polanco, Natalia Téllez, Fabrizio Santini, SeoJu Park, María Chacón, Giuseppe Gamba, Sebastián Zurita",,18+,7.8/10,1,0,0,0,97 min,"Comedies, International Movies",66/100,15-Feb-19,2017,TV-14,,,,95367
s1205,Movie,El Chema,2016,The Last Blockbuster,Taylor Morden,,United States,16+,6.8/10,1,0,0,0,87 min,Documentaries,48/100,1-Oct-19,1992,TV-MA,,,,38383
s3615,TV Show,El Cid,2020,Reply 1997,Shin Won-ho,"Jung Eun-ji, Seo In-guk, Shin So-yul, Ji-won Eun, Lee Ho-won, Lee Si-eon, Sung Dong-il, Lee Il-hwa, Song Jong-ho",South Korea,16+,6.5/10,0,0,1,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",61/100,24-Feb-21,2021,TV-MA,,,,2169
s2969,Movie,El Clon,2000,The Car: Road to Revenge,G.J. Echternkamp,"Grant Bowler, Kathleen Munroe, Martin Hancock, Micah Balfour, Burt Grinstead, Nina Bergman, Jamie Bamber, Ronny Cox",United States,,6.8/10,0,1,0,0,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",45/100,15-Dec-16,2016,TV-MA,,,,76016
s3971,TV Show,El DesafÃ­o: ETA,2020,Versailles,,"George Blagden, Alexander Vlahos, Tygh Runyan, Stuart Bowman, Evan Williams, Elisa Lasowski, Joe Sheridan, Steve Cumyn, Anna Brewster, Maddison Jaizani, Pip Torrens, Catherine Walker, Lizzie Brocheré, Geoffrey Bateman","France, Canada",,8.3/10,0,0,1,0,3 Seasons,"International TV Shows, TV Dramas",44/100,15-Aug-19,2019,TV-MA,,,,30667
s887,TV Show,El DragÃ³n: Return of a Warrior,2019,The Mystic River,Uzodinma Okpechi,"Jide Kosoko, Dele Odule, Lota Chukwu, Ben Touitou, Ayo Ewebiyi, Joke Muyiwa, Jude Chukwuka, Tonia Chukwurah, Folarin Agunbiade, Debby Felix, Bunmi Shogade",,18+,7.0/10,1,0,0,0,1 Season,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy",54/100,28-May-20,2018,TV-Y7,,,,44168
s3010,Movie,El Fantasma de Elena,2010,A Fall from Grace,Tyler Perry,"Crystal Fox, Phylicia Rashad, Cicely Tyson, Bresha Webb, Mehcad Brooks, Adrian Pasdar, Tyler Perry",United States,16+,7.4/10,0,1,0,0,121 min,"Dramas, Thrillers",43/100,1-Jan-21,1998,TV-PG,,,,23473
s1047,Movie,El Final del ParaÃ­so,2019,Only Mine,Michael Civille,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh",United States,,5.5/10,1,0,0,0,88 min,Thrillers,51/100,27-Feb-19,2017,TV-MA,,,,19686
s647,Movie,El marginal,2016,The House of Flowers: The Movie,Manolo Caro,"Cecilia Suárez, Aislinn Derbez, Darío Yazbek, Juan Pablo Medina, Paco León, Angélica María, Norma Angélica, Luis De La Rosa, Isabel Burr, Tiago Correa, Tessa Ia, Christian Chávez, Javier Jattin, Paco Rueda, Emilio Cuaik, Andrea Chaparro, David Ostrosky, Ximena Sariñana",,18+,8.2/10,1,0,0,0,88 min,"Comedies, International Movies, Music & Musicals",60/100,11-Dec-20,2020,PG-13,,,,8433
s3039,Movie,El Mariachi,2014,Monsters: Dark Continent,Tom Green,"Johnny Harris, Sam Keeley, Joe Dempsie, Kyle Soller, Nicholas Pinnock, Parker Sawyers, Philip Arditti, Sofia Boutella",United Kingdom,,8.0/10,0,1,0,0,119 min,"Action & Adventure, Dramas, Independent Movies",42/100,8-Sep-20,2019,TV-14,,,,137722
s3415,TV Show,El Negocio,2014,Chosen,,"Lan Cheng-Lung, Deng JiaJia, Han Pengyi, Sam Hayden-Smith, Jenny Zhou, Paul He, Nathaniel Kelly",China,,,0,1,0,0,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",13/100,11-Feb-21,2019,TV-14,,,,14066
s3829,Movie,El Presidente,2020,Weed the People,Abby Epstein,,United States,16+,7.2/10,0,0,1,0,94 min,Documentaries,49/100,1-Jul-18,2017,TV-14,,,,34592
s1290,Movie,El Reemplazante,2012,Wave of Cinema: Surat dari Timur,Saron Sakina,"Glenn Fredly, Marcello Tahitoe, Andien, Rahmania Astrini, Gamaliel, Cantika Abigail, Ivan Nestorman, Molukka Hiphop Community, Julie Estelle, Yovie Widianto, Irfan Ramli",,16+,8.5/10,1,0,0,0,58 min,"Documentaries, International Movies, Music & Musicals",47/100,26-Feb-21,2016,TV-MA,,,,86955
s1895,TV Show,El SeÃ±or de los Cielos 5,2017,Emily in Paris,,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo, Kate Walsh, Samuel Arnold, Bruno Gouery, Camille Razat",United States,,,1,0,0,0,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",24/100,11-Feb-20,2020,R,,,,17859
s3390,Movie,El Sexo DÃ©bil,2015,Free Fire,Ben Wheatley,"Sharlto Copley, Armie Hammer, Brie Larson, Cillian Murphy, Jack Reynor, Babou Ceesay, Enzo Cilenti, Sam Riley, Michael Smiley, Noah Taylor, Patrick Bergin, Mark Monero",United Kingdom,,,0,1,0,0,91 min,"Action & Adventure, Comedies, Independent Movies",14/100,4-Dec-20,2020,R,,,,258078
s4325,Movie,Elders React,2012,The American Meme,Bert Marcus,"Paris Hilton, Josh Ostrovsky, Brittany Furlan, Kirill Bichutsky, DJ Khaled, Emily Ratajkowski, Hailey Baldwin",United States,,5.8/10,0,0,1,0,98 min,Documentaries,34/100,9-Dec-16,2016,TV-MA,,,,125305
s3336,Movie,Election Cycle,2016,Fire in Paradise,"Drea Cooper, Zackary Canepari",,United States,,,0,1,0,0,40 min,Documentaries,17/100,4-Aug-21,2021,TV-14,,,,9740
s2000,Movie,Elementary,2012,Hope Frozen: A Quest to Live Twice,Pailin Wedel,,"Thailand, United States",16+,7.9/10,0,1,0,0,80 min,"Documentaries, International Movies",83/100,1-Sep-18,2017,TV-PG,,,,4757
s5187,Movie,Elena of Avalor,2016,Bandie,Alo Sarkar,"Uttam Kumar, Sulakshana Pandit, Utpal Dutt, Bindu, Amjad Khan, Helen, Indrani Mukherjee, Padma Khanna, Iftekhar",India,all,6.4/10,0,0,0,1,141 min,"Action & Adventure, Dramas, International Movies",51/100,15-Sep-18,2016,TV-14,,,,52908
s2070,TV Show,Elfen Lied,2004,H,,"Jamel Debbouze, Éric Judor, Ramzy Bedia, Catherine Benguigui, Sophie Mounicot, Jean-Luc Bideau",France,18+,8.0/10,0,1,1,0,4 Seasons,"International TV Shows, TV Comedies",77/100,1-Jun-20,1999,PG,,,,105144
s39,Movie,Elite,2018,Birth of the Dragon,George Nolfi,"Billy Magnussen, Ron Yuan, Qu Jingjing, Terry Chen, Vanness Wu, Jin Xing, Philip Ng, Xia Yu, Yu Xia","China, Canada, United States",18+,7.5/10,1,0,0,0,96 min,"Action & Adventure, Dramas",86/100,5-Feb-16,2016,TV-Y7,,,,6691
s523,TV Show,Elite Short Stories: Carla Samuel,2021,Larva,,,Russia,18+,7.0/10,1,0,0,0,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",63/100,2-Aug-19,2012,PG-13,,,,16673
s626,TV Show,Elite Short Stories: GuzmÃ¡n Caye Rebe,2021,Somos.,,"Mercedes Hernández, Jesús Sida, Jero Medina, Armando Silva, Jimena Pagaza, Antonio López Torres, Everardo Arzate, Arelí González, Jesús Herrera, Ulises Soto, Iliana Donatlán, Fernando Larrañaga, Mario Alberto Quiñones, Alejandro Ruiz, Natalia Martínez, Josué Guerra, Salvador Montenegro, Caraly Sánchez, Clementina Guadarrama",Mexico,18+,7.5/10,1,0,0,0,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",60/100,6-Sep-19,2018,R,,,,55617
s797,Movie,Elite Short Stories: Nadia GuzmÃ¡n,2021,Hostel: Part III,Scott Spiegel,"Kip Pardue, Brian Hallisay, John Hensley, Sarah Habel, Chris Coy, Skyler Stone, Thomas Kretschmann, Zulay Henao, Nickola Shreli, Derrick Carr",United States,18+,6.4/10,1,0,0,0,88 min,"Cult Movies, Horror Movies",56/100,5-Mar-19,2008,TV-MA,,,,146708
s686,Movie,Elite Short Stories: Omar Ander Alexis,2021,Fatherhood,Paul Weitz,"Kevin Hart, Alfre Woodard, Lil Rel Howery, DeWanda Wise, Frankie Faison, Anthony Carrigan, Paul Reiser, Melody Hurd",United States,18+,7.4/10,1,0,0,0,111 min,Dramas,59/100,9-Sep-20,2020,PG,,,,280228
s717,Movie,Elize Matsunaga: Once Upon a Crime,2021,FTA,Francine Parker,"Jane Fonda, Donald Sutherland, Pamela Donegan, Len Chandler, Michael Alaimo, Holly Near, Paul Mooney, Rita Martinson",United States,18+,5.8/10,1,0,0,0,104 min,Documentaries,58/100,1-Oct-20,2019,PG-13,,,,57266
s4033,TV Show,Ella the Elephant,2013,Immortals,,"Kerem Bürsin, Elçin Sangu, Birkan Sokullu, Selma Ergeç, Türkü Turan, Nilperi Şahinkaya, Efecan Şenolsun, Elit İşcan",Turkey,,,0,0,1,0,1 Season,"International TV Shows, TV Dramas, TV Horror",43/100,21-Nov-16,2016,TV-14,,,,248468
s1148,Movie,Ellen DeGeneres: Relatable,2018,Not a Game,Jose Gomez,Brendon Mcdonnell,United Kingdom,16+,6.5/10,1,0,0,0,98 min,"Documentaries, International Movies, Sports Movies",49/100,11-May-18,2018,TV-PG,,,,28109
s3006,TV Show,Ellen's Game of Games,2017,DreamWorks How to Train Your Dragon Legends,,"Jay Baruchel, Craig Ferguson, America Ferrera, Gerard Butler",United States,7+,4.9/10,0,1,0,0,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",44/100,5-Nov-20,2020,TV-MA,,,,312629
s3185,TV Show,Ellen's Greatest Night of Giveaways,2019,The Prince of Tennis ~ Match! Tennis Juniors ~,,"Peng Yuchang, Dong Li, Zhang Yijie, Xie Binbin, Zhu Zhiling, Xu Ke, Wu Xudong, Li He, Fan Linfeng",China,7+,4.5/10,0,1,0,0,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",35/100,15-Jan-21,2021,TV-14,,,,241030
s335,Movie,Emily in Paris,2020,Five Feet Apart,Justin Baldoni,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hébert Gregory, Parminder Nagra, Claire Forlani, Emily Baldoni, Gary Weeks, Cynthia Evans",United States,18+,7.0/10,1,0,0,0,116 min,"Dramas, Romantic Movies",68/100,10-Mar-20,2020,TV-MA,,,,75347
